prod1_1,category,sbu_name,statename,company_name,distname,prod2,comname,psu_pvt,statecode,orgrocd,dist,productname_org,total,distcode,comcode,code,productcode,zone_name,region_name,newcode,fiscal_year,coname,month_name,netweight_tmt,com_type,productname,prod1,entity_id,updated_at,created_at,ro
HSD,O,I&C,MAHARASHTRA,MPSU,RAIGAD,HSD-Normal,HPCL,PSU,MH,14,RAIGAD,HSD BS VI Normal,30.3994876,MH24,1050,I&CMH24,15080,WZ,WEST,MH24,2024-2025,HPCL,MAR,1.198181818,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,RAIGAD,HSD-Normal,HPCL,PSU,MH,14,RAIGAD,HSD BS VI Normal,8659.504132,MH24,1050,I&CMH24,15080,WZ,WEST,MH24,2024-2025,HPCL,MAR,852.892562,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Normal,HPCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI Normal,88413.47092,MH21,1050,RETAILMH21,15080,WZ,WEST,MH21,2024-2025,HPCL,MAR,7630.018496,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Normal,HPCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI Normal,62.80991736,MH21,1050,I&CMH21,15080,WZ,WEST,MH21,2024-2025,HPCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,HPCL,PSU,MH,14,MUMBAI CITY,HSD BS VI Normal,39638.43669,MH20,1050,RETAILMH20,15080,WZ,WEST,MH20,2024-2025,HPCL,MAR,3299.173554,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,O,I&C,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,HPCL,PSU,MH,14,MUMBAI CITY,HSD BS VI Normal,49.06879339,MH20,1050,I&CMH20,15080,WZ,WEST,MH20,2024-2025,HPCL,MAR,4.681404959,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,HPCL,PSU,MH,14,MUMBAI CITY,HSD BS VI Normal,9139.197521,MH20,1050,I&CMH20,15080,WZ,WEST,MH20,2024-2025,HPCL,MAR,619.3834711,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,PVT,MUMBAI SUBURBAN,HSD-Normal,NEL,PVT,MH,14,MUMBAI SUBURBAN,HSD BS VI Normal,2382.66,MH21,1140,I&CMH21,15080,WZ,WEST,MH21,2024-2025,NEL,MAR,227.74,PVT,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,THANA,HSD-Normal,IOCL,PSU,MH,14,THANA,HSD BS VI Normal,9027.194083,MH48,1060,I&CMH48,15080,WZ,WEST,MH48,2024-2025,IOCL,MAR,880.9829835,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
MS,R,RETAIL,MAHARASHTRA,PVT,MUMBAI SUBURBAN,MS-Normal,SHELL,PVT,MH,14,MUMBAI SUBURBAN,MS BS VI NORMAL 15% EB,280.6520198,MH21,1160,RETAILMH21,13364,WZ,WEST,MH21,2024-2025,SHELL,MAR,109.1424522,PVT,MS,MS,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
MS,D,I&C,MAHARASHTRA,MPSU,MUMBAI CITY,MS-Normal,BPCL,PSU,MH,14,MUMBAI CITY,MS BS VI NORMAL 15% EB,119.0644933,MH20,1020,I&CMH20,13364,WZ,WEST,MH20,2024-2025,BPCL,MAR,0,PSU,MS,MS,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
MS,O,I&C,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,MS-Normal,BPCL,PSU,MH,14,MUMBAI SUBURBAN,MS BS VI NORMAL 15% EB,0.2402551382,MH21,1020,I&CMH21,13364,WZ,WEST,MH21,2024-2025,BPCL,MAR,0.02976612332,PSU,MS,MS,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
MS,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI CITY,MS-Normal,BPCL,PSU,MH,14,MUMBAI CITY,MS BS VI NORMAL 15% EB,24092.01843,MH20,1020,RETAILMH20,13364,WZ,WEST,MH20,2024-2025,BPCL,MAR,149.5953225,PSU,MS,MS,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
MS,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,MS-Normal,BPCL,PSU,MH,14,MUMBAI SUBURBAN,MS BS VI NORMAL 15% EB,53726.85755,MH21,1020,RETAILMH21,13364,WZ,WEST,MH21,2024-2025,BPCL,MAR,788.0177179,PSU,MS,MS,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
MS,O,I&C,MAHARASHTRA,MPSU,RAIGAD,MS-Normal,BPCL,PSU,MH,14,RAIGAD,MS BS VI NORMAL 15% EB,0.02551381999,MH24,1020,I&CMH24,13364,WZ,WEST,MH24,2024-2025,BPCL,MAR,0,PSU,MS,MS,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
MS,O,I&C,MAHARASHTRA,MPSU,THANA,MS-Normal,BPCL,PSU,MH,14,THANA,MS BS VI NORMAL 15% EB,0.09142452162,MH48,1020,I&CMH48,13364,WZ,WEST,MH48,2024-2025,BPCL,MAR,0.01488306166,PSU,MS,MS,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
MS,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI CITY,MS-Normal,HPCL,PSU,MH,14,MUMBAI CITY,MS BS VI NORMAL 15% EB,22349.02729,MH20,1050,RETAILMH20,13364,WZ,WEST,MH20,2024-2025,HPCL,MAR,0,PSU,MS,MS,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
MS,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,MS-Normal,HPCL,PSU,MH,14,MUMBAI SUBURBAN,MS BS VI NORMAL 15% EB,41007.15932,MH21,1050,RETAILMH21,13364,WZ,WEST,MH21,2024-2025,HPCL,MAR,0,PSU,MS,MS,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
MS,D,I&C,MAHARASHTRA,MPSU,MUMBAI CITY,MS-Normal,HPCL,PSU,MH,14,MUMBAI CITY,MS BS VI NORMAL 15% EB,20.55279943,MH20,1050,I&CMH20,13364,WZ,WEST,MH20,2024-2025,HPCL,MAR,0,PSU,MS,MS,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,O,I&C,MAHARASHTRA,MPSU,RAIGAD,HSD-Normal,IOCL,PSU,MH,14,RAIGAD,HSD BS VI Normal,47.70082645,MH24,1060,I&CMH24,15080,WZ,WEST,MH24,2024-2025,IOCL,MAR,1.945454545,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,RAIGAD,HSD-Normal,IOCL,PSU,MH,14,RAIGAD,HSD BS VI Normal,28183.30784,MH24,1060,I&CMH24,15080,WZ,WEST,MH24,2024-2025,IOCL,MAR,2482.630074,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,O,I&C,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Normal,IOCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI Normal,2.558677686,MH21,1060,I&CMH21,15080,WZ,WEST,MH21,2024-2025,IOCL,MAR,1.021487603,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Normal,IOCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI Normal,13101.50502,MH21,1060,I&CMH21,15080,WZ,WEST,MH21,2024-2025,IOCL,MAR,1222.299983,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,IOCL,PSU,MH,14,MUMBAI CITY,HSD BS VI Normal,18525.89098,MH20,1060,RETAILMH20,15080,WZ,WEST,MH20,2024-2025,IOCL,MAR,1624.363901,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,IOCL,PSU,MH,14,MUMBAI CITY,HSD BS VI Normal,14413.18802,MH20,1060,I&CMH20,15080,WZ,WEST,MH20,2024-2025,IOCL,MAR,1571.89805,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,PALGHAR,HSD-Normal,IOCL,PSU,MH,14,PALGHAR,HSD BS VI Normal,17162.674,MH01,1060,I&CMH01,15080,WZ,WEST,MH01,2024-2025,IOCL,MAR,1865.274008,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,DADRA & NAGAR HAVELI AND DAMAN & DIU,MPSU,DAMAN,LUBES,BPCL,PSU,DU,14,DAMAN,AUTOMOTIVE LUBES,18.6535009,DU02,1020,LUBESDU02,17000,NWZ,WEST,DU02,2024-2025,BPCL,MAR,3.962298025,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Normal,IOCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI Normal,66135.27191,MH21,1060,RETAILMH21,15080,WZ,WEST,MH21,2024-2025,IOCL,MAR,6043.365909,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,O,I&C,MAHARASHTRA,MPSU,THANA,HSD-Normal,BPCL,PSU,MH,14,THANA,HSD BS VI Normal,9.955884298,MH48,1020,I&CMH48,15080,WZ,WEST,MH48,2024-2025,BPCL,MAR,0.6661157025,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,THANA,HSD-Normal,BPCL,PSU,MH,14,THANA,HSD BS VI Normal,8728.92562,MH48,1020,I&CMH48,15080,WZ,WEST,MH48,2024-2025,BPCL,MAR,556.1983471,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,O,I&C,MAHARASHTRA,MPSU,RAIGAD,HSD-Normal,BPCL,PSU,MH,14,RAIGAD,HSD BS VI Normal,79.39142975,MH24,1020,I&CMH24,15080,WZ,WEST,MH24,2024-2025,BPCL,MAR,6.550413223,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,RAIGAD,HSD-Normal,BPCL,PSU,MH,14,RAIGAD,HSD BS VI Normal,7044.628099,MH24,1020,I&CMH24,15080,WZ,WEST,MH24,2024-2025,BPCL,MAR,641.322314,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Normal,BPCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI Normal,86700.72397,MH21,1020,RETAILMH21,15080,WZ,WEST,MH21,2024-2025,BPCL,MAR,7534.047934,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,O,I&C,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Normal,BPCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI Normal,19.75454545,MH21,1020,I&CMH21,15080,WZ,WEST,MH21,2024-2025,BPCL,MAR,2.17768595,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Normal,BPCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI Normal,90.90909091,MH21,1020,I&CMH21,15080,WZ,WEST,MH21,2024-2025,BPCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,BPCL,PSU,MH,14,MUMBAI CITY,HSD BS VI Normal,40496.87182,MH20,1020,RETAILMH20,15080,WZ,WEST,MH20,2024-2025,BPCL,MAR,3441.847107,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,O,I&C,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,BPCL,PSU,MH,14,MUMBAI CITY,HSD BS VI Normal,367.7743306,MH20,1020,I&CMH20,15080,WZ,WEST,MH20,2024-2025,BPCL,MAR,11.79298347,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,BPCL,PSU,MH,14,MUMBAI CITY,HSD BS VI Normal,6085.944074,MH20,1020,I&CMH20,15080,WZ,WEST,MH20,2024-2025,BPCL,MAR,560.3305785,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,O,I&C,MAHARASHTRA,MPSU,PALGHAR,HSD-Normal,BPCL,PSU,MH,14,PALGHAR,HSD BS VI Normal,7.092561983,MH01,1020,I&CMH01,15080,WZ,WEST,MH01,2024-2025,BPCL,MAR,0.6115702479,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,PALGHAR,HSD-Normal,BPCL,PSU,MH,14,PALGHAR,HSD BS VI Normal,5619.834711,MH01,1020,I&CMH01,15080,WZ,WEST,MH01,2024-2025,BPCL,MAR,1185.123967,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,THANA,HSD-Branded,IOCL,PSU,MH,14,THANA,HSD BS VI BRANDED,165.283,MH48,1060,I&CMH48,15081,WZ,WEST,MH48,2024-2025,IOCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,PVT,MUMBAI SUBURBAN,HSD-Branded,SHELL,PVT,MH,14,MUMBAI SUBURBAN,HSD BS VI BRANDED,199.1735537,MH21,1160,RETAILMH21,15081,WZ,WEST,MH21,2024-2025,SHELL,MAR,25.61983471,PVT,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,PVT,MUMBAI CITY,HSD-Branded,SHELL,PVT,MH,14,MUMBAI CITY,HSD BS VI BRANDED,185.9504132,MH20,1160,RETAILMH20,15081,WZ,WEST,MH20,2024-2025,SHELL,MAR,16.52892562,PVT,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Branded,HPCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI BRANDED,344.118686,MH21,1050,RETAILMH21,15081,WZ,WEST,MH21,2024-2025,HPCL,MAR,30.10315702,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Branded,HPCL,PSU,MH,14,MUMBAI CITY,HSD BS VI BRANDED,768.8309421,MH20,1050,RETAILMH20,15081,WZ,WEST,MH20,2024-2025,HPCL,MAR,58.67768595,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,O,I&C,MAHARASHTRA,MPSU,RAIGAD,HSD-Branded,IOCL,PSU,MH,14,RAIGAD,HSD BS VI BRANDED,38.16446281,MH24,1060,I&CMH24,15081,WZ,WEST,MH24,2024-2025,IOCL,MAR,3.685950413,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Branded,IOCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI BRANDED,1885.462008,MH21,1060,RETAILMH21,15081,WZ,WEST,MH21,2024-2025,IOCL,MAR,130.161,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Branded,IOCL,PSU,MH,14,MUMBAI CITY,HSD BS VI BRANDED,1667.399,MH20,1060,RETAILMH20,15081,WZ,WEST,MH20,2024-2025,IOCL,MAR,161.154,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,DADRA & NAGAR HAVELI AND DAMAN & DIU,MPSU,DADRA & NAGAR HAVELI,LUBES,BPCL,PSU,DU,14,DADRA & NAGAR HAVELI,AUTOMOTIVE LUBES,25.6983842,DU01,1020,LUBESDU01,17000,NWZ,WEST,DU01,2024-2025,BPCL,MAR,6.768402154,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,THANA,HSD-Normal,IOCL,PSU,MH,14,THANA,HSD BS VI B5,66.113,MH48,1060,I&CMH48,15082,WZ,WEST,MH48,2024-2025,IOCL,MAR,19.834,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,RAIGAD,HSD-Normal,IOCL,PSU,MH,14,RAIGAD,HSD BS VI B5,33.057,MH24,1060,I&CMH24,15082,WZ,WEST,MH24,2024-2025,IOCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Normal,IOCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI B5,70.656,MH21,1060,RETAILMH21,15082,WZ,WEST,MH21,2024-2025,IOCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,IOCL,PSU,MH,14,MUMBAI CITY,HSD BS VI B5,16.528,MH20,1060,RETAILMH20,15082,WZ,WEST,MH20,2024-2025,IOCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,PALGHAR,HSD-Normal,IOCL,PSU,MH,14,PALGHAR,HSD BS VI B5,207.433,MH01,1060,I&CMH01,15082,WZ,WEST,MH01,2024-2025,IOCL,MAR,83.47,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,O,LUBES,MAHARASHTRA,MPSU,THANA,LUBES,HPCL,PSU,MH,14,THANA,INDUSTRIAL LUBES,0.6507935368,MH48,1050,LUBESMH48,17100,WZ,WEST,MH48,2024-2025,HPCL,MAR,0.0754021544,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,THANA,HSD-Normal,BPCL,PSU,MH,14,THANA,HSD BS VI B5,466.1157025,MH48,1020,I&CMH48,15082,WZ,WEST,MH48,2024-2025,BPCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,RAIGAD,HSD-Normal,BPCL,PSU,MH,14,RAIGAD,HSD BS VI B5,148.7603306,MH24,1020,I&CMH24,15082,WZ,WEST,MH24,2024-2025,BPCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,BPCL,PSU,MH,14,MUMBAI CITY,HSD BS VI B5,102.4793388,MH20,1020,I&CMH20,15082,WZ,WEST,MH20,2024-2025,BPCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,PALGHAR,HSD-Normal,BPCL,PSU,MH,14,PALGHAR,HSD BS VI B5,168.5950413,MH01,1020,I&CMH01,15082,WZ,WEST,MH01,2024-2025,BPCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,MAHARASHTRA,MPSU,THANA,LUBES,IOCL,PSU,MH,14,THANA,GREASES,84.53,MH48,1060,LUBESMH48,17810,WZ,WEST,MH48,2024-2025,IOCL,MAR,7.184,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,MAHARASHTRA,MPSU,RAIGAD,LUBES,IOCL,PSU,MH,14,RAIGAD,GREASES,178.421,MH24,1060,LUBESMH24,17810,WZ,WEST,MH24,2024-2025,IOCL,MAR,10.692,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,O,LUBES,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,LUBES,IOCL,PSU,MH,14,MUMBAI SUBURBAN,GREASES,0.02,MH21,1060,LUBESMH21,17810,WZ,WEST,MH21,2024-2025,IOCL,MAR,0,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,LUBES,IOCL,PSU,MH,14,MUMBAI SUBURBAN,GREASES,154.177,MH21,1060,LUBESMH21,17810,WZ,WEST,MH21,2024-2025,IOCL,MAR,24.22,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,MAHARASHTRA,MPSU,MUMBAI CITY,LUBES,IOCL,PSU,MH,14,MUMBAI CITY,GREASES,0.6,MH20,1060,LUBESMH20,17810,WZ,WEST,MH20,2024-2025,IOCL,MAR,0.1,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,MAHARASHTRA,MPSU,PALGHAR,LUBES,IOCL,PSU,MH,14,PALGHAR,GREASES,11.828,MH01,1060,LUBESMH01,17810,WZ,WEST,MH01,2024-2025,IOCL,MAR,2.364,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,DADRA & NAGAR HAVELI AND DAMAN & DIU,MPSU,DAMAN,LUBES,IOCL,PSU,DU,14,DAMAN,GREASES,2.503,DU02,1060,LUBESDU02,17810,NWZ,WEST,DU02,2024-2025,IOCL,MAR,0,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,DADRA & NAGAR HAVELI AND DAMAN & DIU,MPSU,DADRA & NAGAR HAVELI,LUBES,IOCL,PSU,DU,14,DADRA & NAGAR HAVELI,GREASES,2.766,DU01,1060,LUBESDU01,17810,NWZ,WEST,DU01,2024-2025,IOCL,MAR,0,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,MAHARASHTRA,MPSU,THANA,LUBES,HPCL,PSU,MH,14,THANA,BASE OIL,744.9666786,MH48,1050,LUBESMH48,17950,WZ,WEST,MH48,2024-2025,HPCL,MAR,0,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,MAHARASHTRA,MPSU,RAIGAD,LUBES,HPCL,PSU,MH,14,RAIGAD,BASE OIL,16513.8046,MH24,1050,LUBESMH24,17950,WZ,WEST,MH24,2024-2025,HPCL,MAR,2451.32,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,MAHARASHTRA,MPSU,MUMBAI CITY,LUBES,HPCL,PSU,MH,14,MUMBAI CITY,BASE OIL,30363.84114,MH20,1050,LUBESMH20,17950,WZ,WEST,MH20,2024-2025,HPCL,MAR,1311.247011,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,DADRA & NAGAR HAVELI AND DAMAN & DIU,MPSU,DAMAN,LUBES,HPCL,PSU,DU,14,DAMAN,BASE OIL,276,DU02,1050,LUBESDU02,17950,NWZ,WEST,DU02,2024-2025,HPCL,MAR,276,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,DADRA & NAGAR HAVELI AND DAMAN & DIU,MPSU,DADRA & NAGAR HAVELI,LUBES,HPCL,PSU,DU,14,DADRA & NAGAR HAVELI,BASE OIL,6268.508115,DU01,1050,LUBESDU01,17950,NWZ,WEST,DU01,2024-2025,HPCL,MAR,958.53,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
LUBES,,LUBES,DADRA & NAGAR HAVELI AND DAMAN & DIU,MPSU,DADRA & NAGAR HAVELI,LUBES,IOCL,PSU,DU,14,DADRA & NAGAR HAVELI,BASE OIL,1655.003052,DU01,1060,LUBESDU01,17950,NWZ,WEST,DU01,2024-2025,IOCL,MAR,0,PSU,LUBES,LUBES,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI SUBURBAN,HSD-Normal,HPCL,PSU,MH,14,MUMBAI SUBURBAN,HSD BS VI B7,1753.343025,MH21,1050,RETAILMH21,15092,WZ,WEST,MH21,2024-2025,HPCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,R,RETAIL,MAHARASHTRA,MPSU,MUMBAI CITY,HSD-Normal,HPCL,PSU,MH,14,MUMBAI CITY,HSD BS VI B7,32.57615702,MH20,1050,RETAILMH20,15092,WZ,WEST,MH20,2024-2025,HPCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,THANA,HSD-Normal,IOCL,PSU,MH,14,THANA,HSD BS VI B7,433.0469917,MH48,1060,I&CMH48,15092,WZ,WEST,MH48,2024-2025,IOCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
HSD,D,I&C,MAHARASHTRA,MPSU,RAIGAD,HSD-Normal,IOCL,PSU,MH,14,RAIGAD,HSD BS VI B7,1166.921992,MH24,1060,I&CMH24,15092,WZ,WEST,MH24,2024-2025,IOCL,MAR,0,PSU,HSD,HSD,,2025-08-23 14:55:28,2025-08-23 14:55:28,MUMBAI
