prod1_1,category,sbu_name,statename,company_name,distname,prod2,comname,psu_pvt,statecode,orgrocd,dist,productname_org,total,distcode,comcode,code,productcode,zone_name,region_name,newcode,fiscal_year,coname,month_name,netweight_tmt,com_type,productname,prod1,entity_id,updated_at,created_at,ro
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,HSD-Normal,HPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,HSD BS VI Normal,61671.90083,AP30,1050,RETAILAP30,15080,SCZ,SOUTH,AP30,2021-2022,HPCL,MAY,4418.181818,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,HSD-Normal,HPCL,PSU,AP,15,PRAKASAM,HSD BS VI Normal,59709.91736,AP13,1050,RETAILAP13,15080,SCZ,SOUTH,AP13,2021-2022,HPCL,MAY,4349.586777,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,HSD-Normal,HPCL,PSU,AP,15,CHITTOOR,HSD BS VI Normal,49648.76033,AP06,1050,RETAILAP06,15080,SCZ,SOUTH,AP06,2021-2022,HPCL,MAY,3671.900826,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,PVT,SRI POTTI SRIRAMULU NELLORE,HSD-Normal,SHELL,PVT,AP,15,SRI POTTI SRIRAMULU NELLORE,HSD BS VI Normal,186.7768595,AP30,1160,RETAILAP30,15080,SCZ,SOUTH,AP30,2021-2022,SHELL,MAY,0,PVT,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,PVT,PRAKASAM,HSD-Normal,SHELL,PVT,AP,15,PRAKASAM,HSD BS VI Normal,380.9917355,AP13,1160,RETAILAP13,15080,SCZ,SOUTH,AP13,2021-2022,SHELL,MAY,0,PVT,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,PVT,CHITTOOR,HSD-Normal,SHELL,PVT,AP,15,CHITTOOR,HSD BS VI Normal,1000,AP06,1160,RETAILAP06,15080,SCZ,SOUTH,AP06,2021-2022,SHELL,MAY,56.19834711,PVT,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,PVT,PRAKASAM,HSD-Normal,NEL,PVT,AP,15,PRAKASAM,HSD BS VI Normal,27571.95,AP13,1140,RETAILAP13,15080,SCZ,SOUTH,AP13,2021-2022,NEL,MAY,2197.44,PVT,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,PVT,SRI POTTI SRIRAMULU NELLORE,HSD-Normal,NEL,PVT,AP,15,SRI POTTI SRIRAMULU NELLORE,HSD BS VI Normal,8713.49,AP30,1140,RETAILAP30,15080,SCZ,SOUTH,AP30,2021-2022,NEL,MAY,660.45,PVT,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,PVT,CHITTOOR,HSD-Normal,NEL,PVT,AP,15,CHITTOOR,HSD BS VI Normal,14463.32,AP06,1140,RETAILAP06,15080,SCZ,SOUTH,AP06,2021-2022,NEL,MAY,1198.56,PVT,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,HSD-Normal,IOCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,HSD BS VI Normal,57221.789,AP30,1060,RETAILAP30,15080,SCZ,SOUTH,AP30,2021-2022,IOCL,MAY,4190.038,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,HSD-Normal,IOCL,PSU,AP,15,PRAKASAM,HSD BS VI Normal,62084.528,AP13,1060,RETAILAP13,15080,SCZ,SOUTH,AP13,2021-2022,IOCL,MAY,4888.381,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,HSD-Normal,IOCL,PSU,AP,15,CHITTOOR,HSD BS VI Normal,77568.678,AP06,1060,RETAILAP06,15080,SCZ,SOUTH,AP06,2021-2022,IOCL,MAY,5602.42,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,HSD-Branded,IOCL,PSU,AP,15,CHITTOOR,HSD BS VI BRANDED,23.965,AP06,1060,RETAILAP06,15081,SCZ,SOUTH,AP06,2021-2022,IOCL,MAY,0,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,HSD-Branded,IOCL,PSU,AP,15,PRAKASAM,HSD BS VI BRANDED,31.404,AP13,1060,RETAILAP13,15081,SCZ,SOUTH,AP13,2021-2022,IOCL,MAY,0,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,HSD-Branded,HPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,HSD BS VI BRANDED,54.54545455,AP30,1050,RETAILAP30,15081,SCZ,SOUTH,AP30,2021-2022,HPCL,MAY,0,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,HSD-Branded,HPCL,PSU,AP,15,PRAKASAM,HSD BS VI BRANDED,52.0661157,AP13,1050,RETAILAP13,15081,SCZ,SOUTH,AP13,2021-2022,HPCL,MAY,0,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,HSD-Branded,HPCL,PSU,AP,15,CHITTOOR,HSD BS VI BRANDED,13.2231405,AP06,1050,RETAILAP06,15081,SCZ,SOUTH,AP06,2021-2022,HPCL,MAY,3.305785124,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,HSD-Branded,IOCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,HSD BS VI BRANDED,3.305,AP30,1060,RETAILAP30,15081,SCZ,SOUTH,AP30,2021-2022,IOCL,MAY,0,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,HSD-Normal,HPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,HSD BS VI B7,29.75206612,AP30,1050,RETAILAP30,15092,SCZ,SOUTH,AP30,2021-2022,HPCL,MAY,0,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
HSD,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,HSD-Normal,HPCL,PSU,AP,15,PRAKASAM,HSD BS VI B7,95.8677686,AP13,1050,RETAILAP13,15092,SCZ,SOUTH,AP13,2021-2022,HPCL,MAY,0,PSU,HSD,HSD,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
AUTO LPG,,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,OTHERS,IOCL,PSU,AP,15,CHITTOOR,LPG AUTO,93.415,AP06,1060,RETAILAP06,10518,SCZ,SOUTH,AP06,2021-2022,IOCL,JUN,6.789,PSU,AUTO LPG,AUTO LPG,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
CNG,,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,OTHERS,HPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,C N G,52.06066,AP30,1050,RETAILAP30,10810,SCZ,SOUTH,AP30,2021-2022,HPCL,JUN,0,PSU,CNG,CNG,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
CNG,,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,OTHERS,IOCL,PSU,AP,15,CHITTOOR,C N G,8.804,AP06,1060,RETAILAP06,10810,SCZ,SOUTH,AP06,2021-2022,IOCL,JUN,0,PSU,CNG,CNG,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
CNG,,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,OTHERS,BPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,C N G,12.7383,AP30,1020,RETAILAP30,10810,SCZ,SOUTH,AP30,2021-2022,BPCL,JUN,0,PSU,CNG,CNG,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
CNG,,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,OTHERS,BPCL,PSU,AP,15,CHITTOOR,C N G,23.00181,AP06,1020,RETAILAP06,10810,SCZ,SOUTH,AP06,2021-2022,BPCL,JUN,0,PSU,CNG,CNG,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
CNG,,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,OTHERS,IOCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,C N G,26.679,AP30,1060,RETAILAP30,10810,SCZ,SOUTH,AP30,2021-2022,IOCL,JUN,0,PSU,CNG,CNG,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Normal,IOCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,MS 91 BS VI NORMAL,6330.789001,AP30,1060,RETAILAP30,13310,SCZ,SOUTH,AP30,2021-2022,IOCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Normal,BPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,MS 91 BS VI NORMAL,5133.88944,AP30,1020,RETAILAP30,13310,SCZ,SOUTH,AP30,2021-2022,BPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Normal,HPCL,PSU,AP,15,CHITTOOR,MS 91 BS VI NORMAL,1454.287739,AP06,1050,RETAILAP06,13310,SCZ,SOUTH,AP06,2021-2022,HPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Normal,IOCL,PSU,AP,15,PRAKASAM,MS 91 BS VI NORMAL,8111.068009,AP13,1060,RETAILAP13,13310,SCZ,SOUTH,AP13,2021-2022,IOCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,CHITTOOR,MS-Normal,RIL,PVT,AP,15,CHITTOOR,MS 91 BS VI NORMAL,2698.501058,AP06,1133,RETAILAP06,13310,SCZ,SOUTH,AP06,2021-2022,RIL,JUN,246.77673,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,PRAKASAM,MS-Normal,RIL,PVT,AP,15,PRAKASAM,MS 91 BS VI NORMAL,642.8349675,AP13,1133,RETAILAP13,13310,SCZ,SOUTH,AP13,2021-2022,RIL,JUN,56.16543,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Normal,IOCL,PSU,AP,15,CHITTOOR,MS 91 BS VI NORMAL,14122.339,AP06,1060,RETAILAP06,13310,SCZ,SOUTH,AP06,2021-2022,IOCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,CHITTOOR,MS-Normal,SHELL,PVT,AP,15,CHITTOOR,MS 91 BS VI NORMAL,897.2360028,AP06,1160,RETAILAP06,13310,SCZ,SOUTH,AP06,2021-2022,SHELL,JUN,63.78454996,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,SRI POTTI SRIRAMULU NELLORE,MS-Normal,RIL,PVT,AP,15,SRI POTTI SRIRAMULU NELLORE,MS 91 BS VI NORMAL,1821.605693,AP30,1133,RETAILAP30,13310,SCZ,SOUTH,AP30,2021-2022,RIL,JUN,171.1730775,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,SRI POTTI SRIRAMULU NELLORE,MS-Normal,SHELL,PVT,AP,15,SRI POTTI SRIRAMULU NELLORE,MS 91 BS VI NORMAL,202.6931254,AP30,1160,RETAILAP30,13310,SCZ,SOUTH,AP30,2021-2022,SHELL,JUN,0,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,PRAKASAM,MS-Normal,SHELL,PVT,AP,15,PRAKASAM,MS 91 BS VI NORMAL,102.7639972,AP13,1160,RETAILAP13,13310,SCZ,SOUTH,AP13,2021-2022,SHELL,JUN,0,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Normal,HPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,MS 91 BS VI NORMAL,2365.698086,AP30,1050,RETAILAP30,13310,SCZ,SOUTH,AP30,2021-2022,HPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Normal,HPCL,PSU,AP,15,PRAKASAM,MS 91 BS VI NORMAL,2313.253012,AP13,1050,RETAILAP13,13310,SCZ,SOUTH,AP13,2021-2022,HPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Normal,BPCL,PSU,AP,15,CHITTOOR,MS 91 BS VI NORMAL,5338.063076,AP06,1020,RETAILAP06,13310,SCZ,SOUTH,AP06,2021-2022,BPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Normal,BPCL,PSU,AP,15,PRAKASAM,MS 91 BS VI NORMAL,4842.583274,AP13,1020,RETAILAP13,13310,SCZ,SOUTH,AP13,2021-2022,BPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Branded,HPCL,PSU,AP,15,CHITTOOR,MS 91 BS VI BRANDED,122.6080794,AP06,1050,RETAILAP06,13311,SCZ,SOUTH,AP06,2021-2022,HPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Branded,HPCL,PSU,AP,15,PRAKASAM,MS 91 BS VI BRANDED,67.32813607,AP13,1050,RETAILAP13,13311,SCZ,SOUTH,AP13,2021-2022,HPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Branded,HPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,MS 91 BS VI BRANDED,124.0255138,AP30,1050,RETAILAP30,13311,SCZ,SOUTH,AP30,2021-2022,HPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Branded,BPCL,PSU,AP,15,CHITTOOR,MS 91 BS VI BRANDED,26.32388377,AP06,1020,RETAILAP06,13311,SCZ,SOUTH,AP06,2021-2022,BPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Branded,BPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,MS 91 BS VI BRANDED,20.47838412,AP30,1020,RETAILAP30,13311,SCZ,SOUTH,AP30,2021-2022,BPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Branded,BPCL,PSU,AP,15,PRAKASAM,MS 91 BS VI BRANDED,6.422395464,AP13,1020,RETAILAP13,13311,SCZ,SOUTH,AP13,2021-2022,BPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Normal,HPCL,PSU,AP,15,CHITTOOR,5% EB BS VI MS NORMAL,11.33947555,AP06,1050,RETAILAP06,13331,SCZ,SOUTH,AP06,2021-2022,HPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Normal,IOCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,10% EB BS VI MS NORMAL,14756.46,AP30,1060,RETAILAP30,13332,SCZ,SOUTH,AP30,2021-2022,IOCL,JUN,1783.797002,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Normal,IOCL,PSU,AP,15,PRAKASAM,10% EB BS VI MS NORMAL,17370.157,AP13,1060,RETAILAP13,13332,SCZ,SOUTH,AP13,2021-2022,IOCL,JUN,2203.35,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Normal,IOCL,PSU,AP,15,CHITTOOR,10% EB BS VI MS NORMAL,32187.88402,AP06,1060,RETAILAP06,13332,SCZ,SOUTH,AP06,2021-2022,IOCL,JUN,3817.089001,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,SRI POTTI SRIRAMULU NELLORE,MS-Normal,RIL,PVT,AP,15,SRI POTTI SRIRAMULU NELLORE,10% EB BS VI MS NORMAL,58.5,AP30,1133,RETAILAP30,13332,SCZ,SOUTH,AP30,2021-2022,RIL,JUN,0,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,SRI POTTI SRIRAMULU NELLORE,MS-Normal,NEL,PVT,AP,15,SRI POTTI SRIRAMULU NELLORE,10% EB BS VI MS NORMAL,1245.17,AP30,1140,RETAILAP30,13332,SCZ,SOUTH,AP30,2021-2022,NEL,JUN,6.61,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,PRAKASAM,MS-Normal,NEL,PVT,AP,15,PRAKASAM,10% EB BS VI MS NORMAL,3955.07,AP13,1140,RETAILAP13,13332,SCZ,SOUTH,AP13,2021-2022,NEL,JUN,0,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,CHITTOOR,MS-Normal,NEL,PVT,AP,15,CHITTOOR,10% EB BS VI MS NORMAL,2474.44,AP06,1140,RETAILAP06,13332,SCZ,SOUTH,AP06,2021-2022,NEL,JUN,18.31,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,PVT,CHITTOOR,MS-Normal,RIL,PVT,AP,15,CHITTOOR,10% EB BS VI MS NORMAL,124.5,AP06,1133,RETAILAP06,13332,SCZ,SOUTH,AP06,2021-2022,RIL,JUN,0,PVT,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Normal,BPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,10% EB BS VI MS NORMAL,18872.43586,AP30,1020,RETAILAP30,13332,SCZ,SOUTH,AP30,2021-2022,BPCL,JUN,2008.803685,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Normal,BPCL,PSU,AP,15,PRAKASAM,10% EB BS VI MS NORMAL,19848.71935,AP13,1020,RETAILAP13,13332,SCZ,SOUTH,AP13,2021-2022,BPCL,JUN,1969.676825,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Normal,BPCL,PSU,AP,15,CHITTOOR,10% EB BS VI MS NORMAL,17864.03118,AP06,1020,RETAILAP06,13332,SCZ,SOUTH,AP06,2021-2022,BPCL,JUN,2000.457831,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Normal,HPCL,PSU,AP,15,CHITTOOR,10% EB BS VI MS NORMAL,22316.7966,AP06,1050,RETAILAP06,13332,SCZ,SOUTH,AP06,2021-2022,HPCL,JUN,2382.7073,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Normal,HPCL,PSU,AP,15,PRAKASAM,10% EB BS VI MS NORMAL,22085.75478,AP13,1050,RETAILAP13,13332,SCZ,SOUTH,AP13,2021-2022,HPCL,JUN,2440.113395,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Normal,HPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,10% EB BS VI MS NORMAL,23215.45004,AP30,1050,RETAILAP30,13332,SCZ,SOUTH,AP30,2021-2022,HPCL,JUN,2576.895819,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Branded,IOCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,10% EB BS VI MS BRANDED,544.2130262,AP30,1060,RETAILAP30,13334,SCZ,SOUTH,AP30,2021-2022,IOCL,JUN,41.1,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Branded,IOCL,PSU,AP,15,PRAKASAM,10% EB BS VI MS BRANDED,365.6580014,AP13,1060,RETAILAP13,13334,SCZ,SOUTH,AP13,2021-2022,IOCL,JUN,23.38500354,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Branded,BPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,10% EB BS VI MS BRANDED,76.73777463,AP30,1020,RETAILAP30,13334,SCZ,SOUTH,AP30,2021-2022,BPCL,JUN,12.28844791,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Branded,BPCL,PSU,AP,15,PRAKASAM,10% EB BS VI MS BRANDED,21.7654146,AP13,1020,RETAILAP13,13334,SCZ,SOUTH,AP13,2021-2022,BPCL,JUN,1.601700921,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Branded,BPCL,PSU,AP,15,CHITTOOR,10% EB BS VI MS BRANDED,106.1247342,AP06,1020,RETAILAP06,13334,SCZ,SOUTH,AP06,2021-2022,BPCL,JUN,10.54925585,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Branded,HPCL,PSU,AP,15,CHITTOOR,10% EB BS VI MS BRANDED,1271.438696,AP06,1050,RETAILAP06,13334,SCZ,SOUTH,AP06,2021-2022,HPCL,JUN,123.3167966,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Branded,HPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,10% EB BS VI MS BRANDED,956.7682495,AP30,1050,RETAILAP30,13334,SCZ,SOUTH,AP30,2021-2022,HPCL,JUN,102.0552799,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Branded,HPCL,PSU,AP,15,PRAKASAM,10% EB BS VI MS BRANDED,691.7080085,AP13,1050,RETAILAP13,13334,SCZ,SOUTH,AP13,2021-2022,HPCL,JUN,49.61020553,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,CHITTOOR,MS-Branded,IOCL,PSU,AP,15,CHITTOOR,10% EB BS VI MS BRANDED,1556.194004,AP06,1060,RETAILAP06,13334,SCZ,SOUTH,AP06,2021-2022,IOCL,JUN,86.45500354,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,SRI POTTI SRIRAMULU NELLORE,MS-Normal,HPCL,PSU,AP,15,SRI POTTI SRIRAMULU NELLORE,11% EB BS VI MS NORMAL,5144.578313,AP30,1050,RETAILAP30,13337,SCZ,SOUTH,AP30,2021-2022,HPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
MS,R,RETAIL,ANDHRA PRADESH,MPSU,PRAKASAM,MS-Normal,HPCL,PSU,AP,15,PRAKASAM,11% EB BS VI MS NORMAL,4609.496811,AP13,1050,RETAILAP13,13337,SCZ,SOUTH,AP13,2021-2022,HPCL,JUN,0,PSU,MS,MS,,2025-08-23 10:43:56,2025-08-23 10:43:56,NELLORE
